age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
40,35-44,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,,train,0
49,45-54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,United-States,test,0
18,17-24,Private,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,Honduras,train,0
46,45-54,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,train,0
47,45-54,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,train,0
52,45-54,Private,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,50,United-States,train,0
24,17-24,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,4101,0,50,United-States,train,0
20,17-24,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,train,0
48,45-54,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,train,0
26,25-34,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,train,0
31,25-34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,train,1
18,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,train,0
49,45-54,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,train,0
20,17-24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,test,0
25,25-34,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,test,0
53,45-54,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,test,0
21,17-24,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,test,0
21,17-24,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,train,0
41,35-44,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,train,0
39,35-44,Private,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,train,0
19,17-24,Private,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,train,0
47,45-54,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,test,1
24,17-24,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,3103,0,40,United-States,test,1
50,45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30,United-States,test,0
66,65+,,HS-grad,9,Widowed,,Unmarried,White,Female,0,0,40,United-States,train,0
63,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10,United-States,train,1
42,35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,train,0
17,17-24,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,test,0
31,25-34,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,20,Mexico,test,0
72,65+,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,test,0
67,65+,State-gov,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,test,0
51,45-54,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,43,United-States,train,0
22,17-24,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,test,0
38,35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,test,0
19,17-24,Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,test,0
45,45-54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,train,1
20,17-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,train,0
38,35-44,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,2339,47,United-States,test,0
26,25-34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3942,0,45,United-States,train,0
43,35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,38,United-States,train,0
39,35-44,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,train,0
49,45-54,Private,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,train,0
42,35-44,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,72,India,train,1
20,17-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,test,0
50,45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,test,0
27,25-34,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,12,United-States,train,0
42,35-44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,test,0
18,17-24,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,test,0
37,35-44,Private,Some-college,10,Never-married,Tech-support,Own-child,Black,Female,0,0,40,United-States,train,0
33,25-34,Private,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,test,0
61,55-64,Local-gov,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,2885,0,40,United-States,train,0
38,35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,test,1
61,55-64,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,train,0
32,25-34,,Bachelors,13,Divorced,,Not-in-family,White,Male,0,0,50,United-States,train,0
22,17-24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,train,0
52,45-54,State-gov,Some-college,10,Separated,Protective-serv,Unmarried,White,Male,0,0,40,United-States,train,0
26,25-34,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,test,0
33,25-34,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,train,0
54,45-54,Private,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,train,0
47,45-54,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,test,0
58,55-64,,11th,7,Divorced,,Not-in-family,Black,Male,0,0,15,United-States,train,0
45,45-54,Private,5th-6th,3,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,35,Mexico,train,0
56,55-64,Self-emp-not-inc,10th,6,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,train,0
42,35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,test,1
62,55-64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,train,1
51,45-54,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,test,0
72,65+,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,test,0
38,35-44,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,train,0
33,25-34,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,train,1
26,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,test,0
61,55-64,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,train,1
28,25-34,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,55,United-States,train,0
28,25-34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
37,35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,test,1
36,35-44,Private,10th,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,test,0
38,35-44,,HS-grad,9,Divorced,,Unmarried,Black,Female,0,0,40,United-States,train,0
26,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,United-States,train,0
37,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,train,1
29,25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,test,0
63,55-64,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,test,1
28,25-34,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,train,0
34,25-34,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,train,0
25,25-34,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,train,0
42,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,train,1
40,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,train,1
30,25-34,Private,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,test,0
23,17-24,Private,HS-grad,9,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,train,0
28,25-34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,train,0
36,35-44,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,train,0
39,35-44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,52,United-States,train,1
46,45-54,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,train,1
17,17-24,Private,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,test,0
32,25-34,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,test,0
18,17-24,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,train,0
38,35-44,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,train,0
41,35-44,,Assoc-acdm,12,Divorced,,Unmarried,White,Female,0,0,10,Dominican-Republic,test,0
20,17-24,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,test,0
32,25-34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,test,0
18,17-24,,11th,7,Never-married,,Own-child,White,Female,0,0,6,United-States,test,0
61,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,train,1
35,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,train,1
47,45-54,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,test,0
28,25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,train,0
31,25-34,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
26,25-34,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,test,0
28,25-34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,30,,train,0
40,35-44,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,test,0
49,45-54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,test,1
51,45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,test,0
30,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,train,0
17,17-24,Private,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,test,0
21,17-24,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,15,United-States,train,0
24,17-24,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,test,0
37,35-44,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,test,0
35,35-44,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
28,25-34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,test,0
38,35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,train,0
25,25-34,Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,train,0
26,25-34,Private,12th,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,train,0
54,45-54,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,train,0
31,25-34,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,train,0
42,35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,train,0
41,35-44,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Peru,train,0
46,45-54,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,train,0
51,45-54,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,train,1
24,17-24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,train,0
25,25-34,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,27828,0,50,United-States,train,1
50,45-54,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,train,1
56,55-64,Local-gov,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,test,0
25,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,train,0
63,55-64,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States,train,1
27,25-34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,train,0
38,35-44,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,United-States,train,1
18,17-24,Private,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,train,0
31,25-34,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,test,0
63,55-64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,test,0
47,45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,train,1
42,35-44,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,train,0
43,35-44,State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,train,1
41,35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
42,35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,train,1
44,35-44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,train,0
55,55-64,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,test,0
33,25-34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,train,0
29,25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,train,0
58,55-64,Self-emp-not-inc,10th,6,Separated,Sales,Other-relative,Other,Male,0,0,40,Cuba,test,0
29,25-34,,HS-grad,9,Married-civ-spouse,,Not-in-family,White,Female,0,0,27,United-States,train,0
26,25-34,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,train,1
39,35-44,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,0
55,55-64,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,train,1
67,65+,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,9386,0,60,United-States,train,1
30,25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,70,United-States,train,1
30,25-34,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,train,0
57,55-64,Self-emp-inc,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,train,1
38,35-44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,60,Cuba,train,1
40,35-44,,Some-college,10,Divorced,,Not-in-family,White,Female,0,0,30,United-States,train,0
32,25-34,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,2597,0,48,United-States,train,0
37,35-44,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,0
67,65+,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,12,,train,0
33,25-34,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,train,1
28,25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,train,0
45,45-54,Private,Some-college,10,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,29,United-States,test,0
37,35-44,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,train,0
52,45-54,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,train,0
19,17-24,Private,11th,7,Never-married,Sales,Own-child,Other,Female,0,0,32,Nicaragua,train,0
27,25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,train,0
40,35-44,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,test,0
